municipio;_gama_camara;_mamografo_com_comando_simples;_mamografo_com_estereotaxia;_raio_x_ate_100_ma;_raio_x_de_100_a_500_ma;_raio_x_mais_de_500ma;_raio_x_dentario;_raio_x_com_fluoroscopia;_raio_x_para_densitometria_ossea;_raio_x_para_hemodinamica;_tomógrafo_computadorizado;_ressonancia_magnetica;_ultrassom_doppler_colorido;_ultrassom_ecografo;_ultrassom_convencional;_processadora_de_filme_exclusiva_para_mamografia;_mamografo_computadorizado;_pet_ct;_endoscopio_das_vias_respiratorias;_endoscopio_das_vias_urinarias;_endoscopio_digestivo;_equipamentos_para_optometria;_laparoscopio_video;_microscopio_cirurgico;_cadeira_oftalmologica;_coluna_oftalmologica;_refrator;_lensometro;_projetor_ou_tabela_de_optotipos;_retinoscopio;_oftalmoscopio;_ceratometro;_tonometro_de_aplanacao;_biomicroscopio_lampada_de_fenda;_campimetro;_eletrocardiografo;_eletroencefalografo;_bomba_balao_intra_aortico;_bomba_de_infusao;_berço_aquecido;_bilirrubinometro;_debitometro;_desfibrilador;_equipamento_de_fototerapia;_incubadora;_marcapasso_temporario;_monitor_de_ecg;_monitor_de_pressao_invasivo;_monitor_de_pressao_nao_invasivo;_reanimador_pulmonar_ambu;_respirador_ventilador;_aparelho_de_diatermia_por_ultrassom_ondas_curtas;_aparelho_de_eletroestimulacao;_bomba_de_infusao_de_hemoderivados;_equipamentos_de_aferese;_equipamento_de_circulacao_extracorporea;_equipamento_para_hemodialise;_forno_de_bier;total
"353890 Pirajuí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;3;-;1;2;-;-;-;-;-;-;-;-;8
"354100 Praia Grande";-;1;-;-;1;-;-;-;-;-;-;-;2;1;-;1;-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;25
"354140 Presidente Prudente";2;3;-;3;5;-;2;-;1;1;1;1;7;2;3;3;-;-;10;7;29;-;3;10;-;-;-;-;-;-;-;-;-;-;-;29;4;-;131;13;-;-;50;40;70;9;130;54;57;169;95;16;48;-;-;2;66;1;1077
"354160 Promissão";-;-;1;1;3;-;-;-;1;-;1;-;3;1;3;1;-;-;1;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;15;1;-;22;3;-;-;11;2;2;-;13;-;18;50;20;4;4;-;-;-;22;-;207
"354220 Rancharia";-;2;-;2;2;-;-;-;-;-;-;-;1;1;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3;7;-;-;3;4;8;-;10;-;1;15;9;2;2;-;-;-;-;2;80
"354260 Registro";-;-;-;2;2;1;1;-;-;-;2;2;1;1;1;-;-;-;1;1;1;1;1;2;-;-;-;-;-;-;-;-;-;-;-;6;1;-;42;4;-;-;7;3;11;-;86;-;-;20;4;1;2;-;-;-;-;-;207
"354340 Ribeirão Preto";6;1;-;5;21;9;6;16;3;3;5;3;33;12;23;1;3;2;16;3;58;25;14;15;12;6;20;4;3;9;88;6;7;27;2;50;17;2;946;28;4;1;109;62;57;21;469;74;295;381;235;5;23;6;11;2;42;1;3308
"354390 Rio Claro";-;1;-;-;1;-;1;-;-;-;-;-;2;1;1;1;-;-;2;1;7;17;-;-;3;2;4;2;3;2;5;2;2;2;1;3;1;1;-;-;-;-;3;1;-;-;11;-;13;9;2;2;6;-;-;-;-;-;115
"354425 Rosana";-;2;-;3;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;2;-;-;5;3;5;-;8;-;-;9;4;6;4;-;-;-;-;3;61
"354580 Santa Bárbara d'Oeste";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;4;-;-;-;2;-;-;1;23;-;-;12;2;-;-;-;-;-;-;-;52
"354660 Santa Fé do Sul";-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;3;-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;-;-;-;-;-;3;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;27
"354750 Santa Rita do Passa Quatro";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4;-;-;-;6;-;-;-;-;-;-;13;-;-;2;-;-;-;-;-;27
"354780 Santo André";1;2;-;-;4;-;-;1;3;2;3;1;5;2;1;2;-;-;6;1;11;-;2;4;-;-;-;-;-;-;-;-;-;-;-;16;2;1;360;10;1;-;38;12;14;5;165;37;165;181;116;1;4;-;-;1;20;-;1200
"354850 Santos";1;2;-;-;6;3;-;-;1;-;2;1;9;-;3;2;-;-;2;-;5;-;3;3;2;2;2;1;2;2;3;-;2;2;1;18;2;-;43;18;-;-;30;14;26;2;74;4;43;10;83;-;15;-;-;-;41;-;485
"354880 São Caetano do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;15;-;5;5;1;-;-;-;-;-;58;-;87
"354890 São Carlos";-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;1;-;1;-;1;7;-;-;2;1;2;1;1;1;2;1;-;1;1;1;1;-;-;-;-;-;3;-;-;-;8;-;8;3;1;-;-;-;-;-;-;-;51
"354910 São João da Boa Vista";1;-;1;-;1;-;-;-;1;-;-;2;4;-;-;1;-;-;-;-;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;5;1;-;-;6;-;38;7;2;1;2;-;-;-;46;1;132
"354940 São Joaquim da Barra";-;1;-;2;2;1;-;1;1;-;1;1;3;-;-;1;-;-;-;1;2;1;4;3;-;-;-;-;-;-;-;-;-;-;-;5;-;-;35;2;-;-;8;2;11;1;19;2;19;24;10;-;-;-;-;-;-;7;170
"354980 São José do Rio Preto";3;1;3;-;11;8;4;4;1;3;4;3;41;6;-;2;-;1;6;4;50;20;14;15;8;7;13;3;10;6;51;-;10;11;1;72;6;4;972;20;-;5;77;31;55;18;634;152;630;245;248;8;14;-;5;3;130;-;3653
"354990 São José dos Campos";1;2;-;2;7;3;-;-;1;1;3;2;8;5;9;2;-;-;2;1;4;2;3;2;-;-;-;-;-;-;-;-;-;-;-;22;4;1;133;5;1;1;26;8;10;3;30;53;39;54;32;-;5;-;1;1;62;-;551
"355030 São Paulo";19;25;9;66;144;52;51;83;16;31;56;25;226;160;84;19;6;1;156;54;411;159;220;113;30;30;24;24;30;26;70;10;28;45;5;662;91;35;10963;441;26;803;1284;515;581;325;3542;1790;3543;6327;2530;109;227;35;32;32;279;31;36711
"355100 São Vicente";-;1;-;-;1;-;-;-;1;-;-;-;1;1;1;1;-;-;1;1;7;1;-;1;2;1;1;2;1;2;2;1;2;2;1;2;1;-;-;-;-;-;6;-;-;1;2;-;9;9;2;1;-;-;-;-;-;1;69
"355220 Sorocaba";3;2;1;10;4;7;1;6;-;1;6;6;12;9;7;3;1;2;14;2;7;3;3;22;39;39;40;13;40;36;34;11;41;50;5;72;3;1;780;42;2;8;92;25;46;17;237;247;262;164;192;6;9;-;-;2;133;2;2822
"355240 Sumaré";-;-;-;-;5;-;-;2;-;-;1;1;2;1;2;-;-;-;4;1;3;-;3;4;2;2;2;3;3;2;34;2;1;4;-;7;1;-;259;13;1;-;26;13;40;5;122;12;101;108;77;-;1;-;-;-;78;-;948
"355250 Suzano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;2;-;-;2;1;-;-;-;-;-;49;-;57
"355280 Taboão da Serra";-;2;-;4;3;-;-;1;1;-;1;-;4;4;3;2;1;-;1;1;10;48;4;5;-;-;-;-;-;-;-;-;-;-;-;18;2;-;99;19;1;-;29;27;29;1;109;12;103;96;101;1;2;-;-;2;70;-;816
"355340 Tanabi";-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;2;-;-;2;1;2;-;3;-;-;3;2;-;-;-;-;-;-;-;23
"355370 Taquaritinga";-;-;-;-;1;-;-;-;-;-;-;-;2;-;2;-;1;-;3;1;3;-;-;1;3;2;1;1;1;2;2;1;-;1;1;1;1;-;-;-;-;-;3;-;-;-;5;-;1;-;1;-;-;-;-;-;-;-;41
"355410 Taubaté";-;1;-;4;7;2;-;2;1;2;2;-;5;1;1;1;-;-;2;1;1;1;1;6;-;3;2;1;4;1;1;1;3;4;-;30;1;1;488;12;3;3;28;18;23;9;123;75;152;205;90;4;2;-;-;1;105;2;1436
"355500 Tupã";-;2;-;1;3;1;1;-;2;-;2;1;3;4;2;2;-;-;2;2;3;-;-;3;-;-;-;-;-;-;-;-;-;-;-;2;2;-;13;3;-;-;5;3;4;-;11;-;-;35;14;1;-;-;-;-;21;-;148
"355710 Votuporanga";-;2;-;-;6;-;-;1;1;1;2;2;7;1;-;3;-;-;1;-;7;-;2;1;-;-;-;-;-;-;-;-;-;-;-;19;2;-;143;14;-;-;23;15;15;5;95;-;-;109;46;12;16;-;-;2;45;-;598
"410030 Agudos do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"410040 Almirante Tamandaré";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4;-;-;-;-;4;12
"410100 Ampére";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;2;1;2;-;2;-;-;8;-;-;-;-;-;-;-;-;20
"410105 Anahy";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"410110 Andirá";-;1;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;10;1;-;-;-;-;-;-;-;2;20
"410130 Antônio Olinto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"410150 Arapongas";-;1;-;-;1;-;-;1;1;1;1;1;2;2;-;-;-;-;-;-;6;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8;1;-;2;-;-;1;3;-;-;1;3;-;2;5;-;5;23;-;2;-;13;3;90
"410160 Arapoti";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"410170 Araruna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;3;1;-;-;-;-;-;-;-;10
"410190 Assaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;1;-;-;2;-;6;5;-;-;-;-;2;21
"410200 Assis Chateaubriand";-;-;-;1;3;-;-;-;-;-;1;-;2;1;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;4;2;1;1;2;1;7;6;1;-;-;-;-;-;-;-;41
"410210 Astorga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"410220 Atalaia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"410240 Bandeirantes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;1;4
"410280 Bela Vista do Paraíso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;1;2;-;1;-;-;2;-;-;-;-;-;-;-;-;10
"410290 Bituruna";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;1;-;1;-;-;6;1;-;-;-;-;-;-;-;16
"410300 Boa Esperança";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;-;-;-;5
"410335 Braganey";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"410345 Cafelândia";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;7
"410350 Califórnia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"410370 Cambé";-;1;-;1;-;-;-;-;-;-;1;-;2;1;1;1;1;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;9;2;-;-;1;1;1;-;6;6;9;6;2;10;5;9;-;-;2;-;85
"410420 Campo Largo";-;4;-;1;11;1;-;-;-;-;4;3;2;8;5;3;-;-;6;1;5;-;3;3;5;4;4;1;5;1;7;1;2;5;1;30;6;2;921;30;-;-;50;31;105;5;63;114;-;364;233;3;5;20;-;1;43;1;2123
"410430 Campo Mourão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2
"410442 Candói";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"410450 Capanema";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;1;1;-;3;-;5;4;-;-;-;-;-;-;-;-;20
"410465 Carambeí";-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"410470 Carlópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;3
"410480 Cascavel";2;1;2;6;9;4;34;3;2;3;9;3;7;7;7;2;-;-;5;4;8;1;7;8;13;12;11;7;13;10;14;8;8;11;2;24;9;3;212;6;-;-;31;12;14;6;86;13;32;142;39;3;7;2;12;1;25;-;922
"410490 Castro";-;-;-;-;2;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;88;5;-;-;5;3;2;-;13;-;-;53;11;-;-;-;-;-;15;-;203
"410500 Catanduvas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"410530 Céu Azul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;3;7
"410540 Chopinzinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"410550 Cianorte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"410560 Cidade Gaúcha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;-;-;-;-;1;7
"410570 Clevelândia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;2;1;-;1;-;5;6;1;-;-;-;-;-;-;-;21
"410580 Colombo";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;1;-;1;2;1;10;14;-;-;-;24;11;70
"410600 Congonhinhas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
"410630 Corbélia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"410640 Cornélio Procópio";-;3;-;4;4;3;-;-;1;-;3;1;3;4;2;3;-;-;-;2;4;1;-;3;-;-;-;-;-;-;-;-;-;-;-;10;3;-;41;12;-;-;15;15;14;-;31;17;6;42;26;10;10;-;-;-;50;3;346
"410680 Cruz Machado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;4;9
"410690 Curitiba";-;-;-;1;-;-;5;-;-;-;1;-;1;-;1;1;-;-;1;-;4;-;1;1;1;-;1;1;1;-;4;-;-;1;-;8;-;-;20;-;-;-;12;-;-;1;37;10;22;21;14;7;1;-;2;-;-;4;185
"410730 Doutor Camargo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"410765 Fazenda Rio Grande";-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"410775 Figueira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"410780 Floraí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"410830 Foz do Iguaçu";1;-;-;1;3;1;-;-;1;1;2;2;1;1;2;-;1;-;2;2;2;-;4;2;1;1;1;1;2;1;2;1;1;1;1;15;1;1;170;11;-;-;20;9;23;2;4;30;47;50;32;2;3;-;-;2;13;-;477
"410845 Foz do Jordão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"410840 Francisco Beltrão";-;-;-;1;1;1;-;-;-;1;1;-;2;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7;1;-;150;10;-;-;7;5;15;-;20;10;-;31;25;-;-;-;-;-;1;-;292
"410940 Guarapuava";-;3;-;4;9;3;6;4;1;2;4;1;16;9;9;2;1;-;5;3;12;2;5;9;6;6;5;5;3;6;6;3;6;6;2;12;5;1;187;23;-;-;24;22;23;6;58;29;91;91;69;50;69;20;3;1;40;4;992
"410950 Guaraqueçaba";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;2;-;2;-;1;-;4;7;-;-;-;-;-;-;-;-;20
"410960 Guaratuba";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;3;-;-;1;1;3;-;2;-;-;6;1;2;3;-;-;-;-;-;28
"410970 Ibaiti";-;1;-;-;-;2;-;-;-;-;1;-;-;1;1;1;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;22
"410980 Ibiporã";-;1;-;2;2;1;-;-;-;-;-;-;4;6;-;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5;1;-;5;7;-;-;2;4;4;-;7;-;-;11;3;10;11;-;-;-;-;4;94
"411000 Iguaraçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;5
"411007 Imbaú";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6
"411010 Imbituva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"411070 Irati";-;2;-;-;3;2;-;-;1;-;2;1;1;2;1;2;-;-;-;-;1;3;1;2;-;-;-;-;-;-;-;-;-;-;-;7;-;-;42;5;-;-;12;6;17;-;13;5;6;24;30;1;1;-;-;-;24;1;218
"411090 Itaguajé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"411095 Itaipulândia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;1;2;-;2;-;-;4;1;-;-;-;-;-;-;-;15
"411150 Ivaiporã";-;-;3;4;4;-;-;1;-;-;2;1;5;1;3;3;-;-;2;1;4;-;2;2;-;-;-;-;-;-;-;-;-;-;-;6;2;-;72;12;-;-;9;5;18;1;42;-;38;72;27;9;13;-;-;-;35;3;402
"411180 Jacarezinho";-;2;-;-;1;1;11;-;2;-;1;2;4;1;5;2;-;-;2;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;2;-;-;-;6;1;-;-;3;1;2;1;2;7;8;2;2;-;-;5;85
"411210 Jandaia do Sul";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;2;1;-;-;-;-;3;10
"411250 Jardim Alegre";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;4
"411280 Joaquim Távora";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"411295 Juranda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"411320 Lapa";-;-;-;1;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3;-;1;-;5;-;2;-;3;-;3;25;3;1;3;-;-;-;-;-;58
"411330 Laranjeiras do Sul";-;1;-;1;4;-;-;-;-;-;1;-;3;-;1;1;1;-;-;-;3;4;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;-;10;8;-;-;2;6;11;-;4;-;-;15;2;7;9;-;-;1;-;5;105
"411350 Loanda";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;6;5;-;-;-;-;1;17
"411360 Lobato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"411390 Mallet";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"411400 Mamborê";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;-;2;1;-;-;-;-;-;-;-;8
